pdbid,RMSD_AF2,TMscore_AF2,GDT_TS_AF2,DockQ_AF2,F1_AF2,iRMSD_AF2_DockQ,LRMSD_AF2,fnat_AF2,fnonnat_AF2,clashes_AF2,Time_AF2,RMSD_AF3,TMscore_AF3,GDT_TS_AF3,DockQ_AF3,F1_AF3,iRMSD_AF3_DockQ,LRMSD_AF3,fnat_AF3,fnonnat_AF3,clashes_AF3,Time_AF3,RMSD_RF2,TMscore_RF2,GDT_TS_RF2,DockQ_RF2,F1_RF2,iRMSD_RF2_DockQ,LRMSD_RF2,fnat_RF2,fnonnat_RF2,clashes_RF2,Time_RF2
3olf,2.132485915155864,0.9127,0.8434,0.8414173340598342,0.7555555555555555,0.7494981767186352,3.226812488595975,0.85,0.32,0.0,1.6744,2.4466833139678186,0.8938,0.8174,0.8580711630889977,0.8,0.7100809307844491,3.468113396391336,0.9,0.28,0.0,0.8083,2.161708147959034,0.9063,0.833,0.876967090518486,0.6785714285714286,0.8251774953389625,2.6201790140002825,0.95,0.4722222222222222,6.0,0.6108
2qos,0.5390094666092414,0.9305,0.928,0.9186258947857042,0.7272727272727273,0.5286544564121606,0.4816031192969868,0.8695652173913043,0.375,0.0,1.9766,0.5524186255015869,0.9306,0.9307,0.926938624142288,0.7169811320754716,0.3208606232140935,0.3313012691951441,0.8260869565217391,0.36666666666666664,0.0,0.6713,2.7496248675419177,0.9105,0.8913,0.17302964069474505,0.046511627906976744,5.158382800096469,10.461580212069219,0.043478260869565216,0.95,3.0,0.5119
5m5r,0.6590403907520302,0.992,0.9857,0.8047797322342601,0.7755102040816326,1.276419212814209,2.3397229757328755,0.9047619047619048,0.32142857142857145,0.0,2.5188,0.545648846962224,0.9946,0.9946,0.7908808916739325,0.8444444444444444,1.3564181370920083,2.544780970293431,0.9047619047619048,0.20833333333333334,0.0,0.9805,7.209162112636574,0.9645,0.9341,0.011599193295773151,0.0,19.145620050316296,49.45152278673038,0.0,1.0,5.0,0.9658
3bej,0.7802280446038803,0.4418,0.4394,0.7139443932871834,0.3333333333333333,0.37150651663209117,1.9576399785201226,0.25,0.5,0.0,3.1072,0.7858995618143412,0.4407,0.433,0.7212959600633729,0.3448275862068966,0.3651010351504752,1.4994983990386157,0.25,0.4444444444444444,0.0,1.5025,6.641848144941319,0.3839,0.366,0.028110744560362996,0.0,11.238311046233338,31.76260634699257,0.0,0.0,0.0,0.628
1jd5,0.6517152194686648,0.9784,0.9823,0.9392274839547555,0.9090909090909091,0.4624686417883516,1.258114577087723,0.9259259259259259,0.10714285714285714,0.0,1.4738,0.8883460823512349,0.9725,0.9779,0.8397745514791356,0.9629629629629629,1.304311957445567,0.9786339876690673,0.9629629629629629,0.037037037037037035,0.0,0.7888,2.5951660143526376,0.8761,0.8805,0.37240739417691837,0.2903225806451613,3.4369373634692426,6.59968206044429,0.3333333333333333,0.7428571428571429,8.0,0.0866
5oj5,4.0640536568003505,0.9686,0.9652,0.03505804576150686,0.0,16.99109827986473,25.869402637837265,0.0,1.0,0.0,5.1613,4.500764677209122,0.9643,0.9589,0.03840403157194099,0.0,17.220938117170526,24.468460438567114,0.0,1.0,0.0,1.46,4.45301966533065,0.9597,0.943,0.027329027430420136,0.0,12.63629889284517,31.445457103704783,0.0,1.0,0.0,0.5652
1k5n,0.5485119269064949,0.9924,0.9912,0.9693281991209112,0.9041095890410958,0.268149872963903,0.5321852330639709,0.9428571428571428,0.13157894736842105,0.0,1.6505,0.4635027784341037,0.9945,0.9939,0.9767344895647568,0.9295774647887324,0.1580462908571137,0.3480602350797381,0.9428571428571428,0.08333333333333333,0.0,1.1919,1.9189306882017736,0.9286,0.8377,0.37182876122106623,0.24561403508771928,2.6630216653900955,5.903023279607327,0.2,0.6818181818181818,2.0,0.2208
2xfx,1.0984368435366487,0.9711,0.9175,0.9009214725113722,0.88,0.3997627927285649,1.1054795335439154,0.7857142857142857,0.0,0.0,2.6811,1.147733055656797,0.9712,0.9332,0.9267516735463278,0.8846153846153846,0.28187786893499284,0.7169750522279509,0.8214285714285714,0.041666666666666664,0.0,1.8055,2.4620865011547206,0.8775,0.8012,0.49137428048630866,0.4583333333333333,2.13195648395083,4.905494795273649,0.39285714285714285,0.45,4.0,0.5675
2vzg,4.741951988175499,0.0953,0.0957,0.09249326219362286,0.0,9.618659836458896,14.577133139517525,0.0,1.0,0.0,2.4752,0.7495571118410617,0.095,0.094,0.7683550201602305,0.6875,1.4494303154691888,2.1135728297623904,0.8461538461538461,0.42105263157894735,0.0,0.8777,4.701228177345154,0.0947,0.0922,0.11977859168603328,0.04,9.511069284557495,14.409475860981765,0.07692307692307693,0.972972972972973,4.0,0.6077
1elw,0.6079438102506836,0.9798,0.98,0.9243329809512755,0.9019607843137255,0.4154975489614531,0.7434744193116797,0.8518518518518519,0.041666666666666664,0.0,4.1894,0.2826852079944185,0.9954,1.0,0.9793949467037536,0.9811320754716981,0.22559174295783715,0.4389650262104542,0.9629629629629629,0.0,0.0,1.4152,1.504434911139551,0.9405,0.942,0.362540144812302,0.2,2.775097465140004,5.38795940449579,0.14814814814814814,0.6923076923076923,2.0,0.445
3kus,0.481416509338668,0.9822,0.9892,0.9679104158173547,0.9206349206349206,0.3739989061348387,0.5655337606403059,0.9666666666666667,0.12121212121212122,0.0,1.4022,0.7228908309960789,0.9656,0.9785,0.9736940604390144,0.9523809523809523,0.4048960812892001,0.8965810178546694,1.0,0.09090909090909091,0.0,0.9088,0.7095764394552698,0.9644,0.9624,0.9269331210829922,0.7397260273972602,0.5288067941941412,0.794285665980946,0.9,0.37209302325581395,11.0,0.7838
2hpl,0.5128412579263424,0.9826,0.9905,0.8837036493331171,0.8823529411764706,0.5644900761953462,1.0241461884541507,0.7894736842105263,0.0,0.0,1.9083,0.3237413648522274,0.9928,1.0,0.9565288763831418,0.918918918918919,0.23568529392222567,0.2765220801132476,0.8947368421052632,0.05555555555555555,0.0,0.7119,0.9329731862690203,0.9679,0.9714,0.6267229050481727,0.5,1.2520215377326183,2.4660072252797307,0.3684210526315789,0.2222222222222222,2.0,0.7719
2xu7,0.7474939170697367,0.138,0.1361,0.7467439370780129,0.5384615384615384,0.5591475887107944,1.4066361378077927,0.3888888888888889,0.125,0.0,11.428,0.9083288259551003,0.1375,0.1354,0.7351319955058235,0.46808510638297873,0.38172582084540596,1.7200117268444048,0.3055555555555556,0.0,0.0,3.8711,1.49239012402393,0.1313,0.1253,0.5628332736566278,0.40816326530612246,1.0386949881382064,5.106205055837087,0.2777777777777778,0.23076923076923078,3.0,1.6861
3n3x,3.3368861179548053,0.9762,0.9762,0.052918908019013895,0.0,9.16583639444025,21.732916835390295,0.0,1.0,0.0,1.4591,3.4178534915373913,0.9772,0.9762,0.05166660081397942,0.0,9.327490042894738,22.009478954506783,0.0,1.0,1.0,0.6572,2.182318094958203,0.966,0.9514,0.11936927447830716,0.0,5.787829069411627,13.134880198152711,0.0,1.0,1.0,0.5902
4qh7,0.3958540229947254,0.9951,0.9972,0.9684471456893028,0.9230769230769231,0.3302099145386119,1.090021453917517,0.967741935483871,0.11764705882352941,0.0,1.4013,0.38915017648291067,0.9954,0.9972,0.9652416617337236,0.9523809523809523,0.34807906531775296,1.2424831158586491,0.967741935483871,0.0625,0.0,0.8466,0.5626655173171208,0.9898,0.9958,0.9209062202891967,0.675,0.4636731755946236,1.2458354718159128,0.8709677419354839,0.4489795918367347,6.0,0.2697
1mfg,1.790518099661022,0.9609,0.9688,0.5432321913828436,0.8,3.0933207832461846,5.865622781229116,0.7619047619047619,0.15789473684210525,0.0,2.635,0.8652565408958431,0.9721,0.9808,0.7468305413218658,0.8,1.3505269360505554,2.3977120041195583,0.7619047619047619,0.15789473684210525,0.0,0.9269,1.1795010645300557,0.9519,0.9591,0.7261634170489479,0.6229508196721312,1.843824405449976,3.205699012546353,0.9047619047619048,0.525,7.0,0.1216
3bfq,0.6148180641451687,0.9856,0.9932,0.8846938490273525,0.8905109489051095,0.823479012456056,1.7025513782488286,0.9242424242424242,0.14084507042253522,0.0,2.2461,0.5834613433454056,0.9874,0.9949,0.8740864388107914,0.9090909090909091,0.8593129222296451,1.7291307958842528,0.9090909090909091,0.09090909090909091,0.0,0.8863,0.9246842833233955,0.9708,0.9745,0.8265608764018465,0.7547169811320755,1.1556631683174476,2.0883365774573446,0.9090909090909091,0.3548387096774194,23.0,0.308
3obq,0.6707232303971837,0.9839,0.985,0.9385859677482057,0.8571428571428571,0.5714864700714327,0.9380470587103632,0.9545454545454546,0.2222222222222222,0.0,1.3658,0.4900398344599174,0.9891,0.9883,0.9399797520410585,0.8695652173913043,0.4493911928181302,0.702683698838932,0.9090909090909091,0.16666666666666666,0.0,0.6869,4.157808927954748,0.9253,0.9233,0.10965142624478709,0.13333333333333333,8.277729122465484,16.674799244676393,0.09090909090909091,0.75,2.0,0.3955
6f0w,,0.0892,0.0854,0.777188814146962,0.7422680412371134,1.072393302056078,0.8297037714120767,0.6792452830188679,0.18181818181818182,0.0,3.1975,,0.0923,0.0928,0.8274320114537631,0.7628865979381443,0.774788970966199,0.6150383073399606,0.6981132075471698,0.1590909090909091,0.0,2.8016,,0.0864,0.0802,0.7349079772061474,0.6101694915254238,1.364916612286457,1.2619873013026275,0.6792452830188679,0.4461538461538462,10.0,1.4952
4m91,0.8738476481794953,0.9766,0.9654,0.5832462918018675,0.5806451612903226,1.9532956671853414,4.0325283024790535,0.5625,0.4,0.0,1.5472,0.6250025335296527,0.9882,0.9906,0.6774788914413737,0.6666666666666666,1.7509701476884105,3.4412232320372373,0.75,0.4,1.0,0.8386,1.021211464266149,0.9656,0.9465,0.5942998621201484,0.46153846153846156,1.7742805064457687,4.2023444792295415,0.5625,0.6086956521739131,4.0,0.9136
4ny3,0.6970869507743104,0.619,0.6192,0.767124838082724,0.8148148148148148,1.1789834049729708,1.9518880238191654,0.7333333333333333,0.08333333333333333,0.0,2.0319,0.5895114094047423,0.6175,0.6151,0.7871572503815396,0.8666666666666667,1.2323324824990542,2.8682555327281056,0.8666666666666667,0.13333333333333333,1.0,2.3202,4.0550946591286054,0.6023,0.6012,0.09763577311382327,0.0,3.423055750100988,21.814188002714506,0.0,1.0,1.0,1.3144
1n12,,0.3025,0.3031,0.8005054422312492,0.6153846153846154,0.36307140687056955,0.5827026823424069,0.46153846153846156,0.07692307692307693,0.0,4.0155,,0.0954,0.0839,0.08881126182851996,0.0,8.416171522022804,15.308606028101156,0.0,1.0,0.0,2.5819,,0.2556,0.238,0.7027279777129888,0.4835164835164835,0.9745100661613176,1.1537425763039668,0.4230769230769231,0.4358974358974359,9.0,0.3358
2aij,0.41622058000449325,0.291,0.2903,0.8773299356293595,0.8095238095238095,0.4077482837965988,0.7406437891576703,0.7083333333333334,0.05555555555555555,0.0,3.5794,0.18099547334017907,0.2935,0.2939,0.9052853247472799,0.8181818181818182,0.26908836941042147,0.4635917504360378,0.75,0.1,0.0,1.0755,1.3641369817713038,0.282,0.2814,0.7638797332783728,0.6923076923076923,1.3486249928806595,0.910776553977107,0.75,0.35714285714285715,6.0,0.538
4lk9,1.2776563415213436,0.9512,0.9406,0.8061491336655443,0.8125,1.050231782612633,2.242915570795093,0.8125,0.1875,0.0,1.438,1.9254478101237056,0.939,0.9173,0.8350309872969119,0.8307692307692308,1.0364808869418838,1.0662863742741453,0.84375,0.18181818181818182,0.0,1.0372,3.3071080307910523,0.8871,0.8687,0.32704274537021283,0.46875,4.719284565193189,9.975930723296505,0.46875,0.53125,6.0,0.8133
4j8s,2.747050191582055,0.9156,0.9076,0.30791174115326975,0.34782608695652173,4.786760034969922,8.483269026337055,0.3333333333333333,0.6363636363636364,0.0,1.3944,1.7320641252549098,0.9527,0.9401,0.8670759006297866,0.8,0.9330570641563142,1.6533419913147271,0.9166666666666666,0.2903225806451613,0.0,1.0219,1.8673689473412816,0.9384,0.9336,0.8654142643652337,0.7241379310344828,0.8052312624793365,2.0515682442152032,0.875,0.38235294117647056,7.0,0.7822
4j1v,6.041298618074225,0.3256,0.3214,0.03521418354128408,0.0,11.082375615825711,27.423125243539072,0.0,1.0,0.0,1.8502,6.284205450312798,0.3284,0.3271,0.03323663852610773,0.0,11.087920237125145,28.489945867208892,0.0,1.0,0.0,1.2686,6.176485845491235,0.3212,0.3171,0.03369088021548052,0.0,11.677825397279541,27.916642313325045,0.0,1.0,1.0,0.6547
2qse,0.650590645053091,0.1445,0.1442,0.8399258849266739,0.6829268292682927,0.3569363341786334,0.8528275289081422,0.5833333333333334,0.17647058823529413,0.0,3.1966,0.6253571874018165,0.1441,0.1431,0.8543850155418807,0.75,0.3569444181714258,0.7754112875080694,0.625,0.0625,0.0,2.5905,1.336429455712851,0.1418,0.1411,0.6545187503257237,0.6363636363636364,1.6602084419316967,2.317835328698291,0.5833333333333334,0.3,1.0,0.8611
5ajn,,0.0264,0.0201,,,,,,,,8.1894,,0.029,0.027,,,,,,,,0.6691,,0.0265,0.0201,,,,,,,,0.3119
3q47,0.6213811957724423,0.1987,0.1978,0.9328113584596899,0.88,0.510378234789786,1.0300785115327713,0.9166666666666666,0.15384615384615385,0.0,6.2111,0.31643587985557875,0.1964,0.1942,0.9350520782768714,0.9361702127659575,0.4934234657434512,1.008016101045886,0.9166666666666666,0.043478260869565216,0.0,0.9941,0.7182727144207693,0.1988,0.1942,0.9251311783144582,0.8070175438596491,0.661739785481308,1.2150491760703386,0.9583333333333334,0.30303030303030304,8.0,1.0544
3ptl,3.3522099759577304,0.9736,0.9706,0.11098640922626772,0.12195121951219512,8.843960554917958,18.341828633271675,0.1282051282051282,0.8837209302325582,0.0,2.8825,3.733522165375025,0.9738,0.9697,0.08954242050117774,0.1095890410958904,9.691764228210104,20.83662267530272,0.10256410256410256,0.8823529411764706,1.0,0.9625,2.077447009649579,0.9695,0.9689,0.15893114377452774,0.024390243902439025,4.892969272722233,11.205451619461563,0.02564102564102564,0.9767441860465116,4.0,0.5861
2p0w,1.0019363113550859,0.9836,0.9618,0.7994033779529279,0.8539325842696629,1.2118192959736718,1.9768998130891775,0.8444444444444444,0.13636363636363635,0.0,2.3047,0.4952480624955252,0.9949,0.991,0.9341535604056639,0.9032258064516129,0.5534019852081078,0.8991861336916149,0.9333333333333333,0.125,0.0,0.7725,4.019607274799244,0.9427,0.9087,0.06652415312151348,0.0,10.13034479754502,18.258688446217644,0.0,1.0,1.0,0.5147
4j8b,0.8684529693341819,0.5695,0.5633,0.45638398013709175,0.30303030303030304,2.017961634217786,4.57775262874086,0.23809523809523808,0.5833333333333334,0.0,6.9841,0.5620769616539139,0.5751,0.5732,0.8909091812142279,0.7894736842105263,0.27550066941225365,0.8066389747337966,0.7142857142857143,0.11764705882352941,0.0,3.5347,6.390403695619653,0.5547,0.551,0.032563275843045546,0.0,10.192951470959285,29.53447248042981,0.0,1.0,2.0,1.5452
5l9b,1.0356057473485973,0.982,0.974,0.9113233362142253,0.9203539823008849,0.7164217812773687,0.8035149946361231,0.9285714285714286,0.08771929824561403,0.0,2.4533,1.4801386187478596,0.9785,0.9708,0.9232447602183167,0.9217391304347826,0.6617216509393372,1.0049914981024832,0.9464285714285714,0.1016949152542373,0.0,1.0394,1.2090486229016115,0.969,0.9365,0.8241450567691097,0.7142857142857143,1.1945045868111976,1.554419532229654,0.8928571428571429,0.40476190476190477,9.0,0.3833
2o9v,0.8188320693991097,0.978,0.987,0.9817945099566364,0.9411764705882353,0.3394900347687021,0.6542019447808557,1.0,0.1111111111111111,0.0,2.3425,0.43430123631754686,0.9835,0.9968,0.9858801236731879,0.9411764705882353,0.2988104812209479,0.5514207144418561,1.0,0.1111111111111111,0.0,0.7302,5.997294158495035,0.8544,0.8701,0.11868811750155024,0.1,9.274922082261043,16.709345887563472,0.125,0.9166666666666666,3.0,0.4519
4m5s,6.282731072902553,0.8075,0.8119,0.09068918483151119,0.06666666666666667,10.796103699017227,17.890340259401665,0.06896551724137931,0.9354838709677419,0.0,1.3641,6.286312491057113,0.824,0.8299,0.10130283306938614,0.1,10.88859799919923,18.030132292115645,0.10344827586206896,0.9032258064516129,0.0,1.8247,6.737746458308664,0.7672,0.7732,0.10209530459102628,0.08333333333333333,10.825024112932006,17.900184485481088,0.10344827586206896,0.9302325581395349,9.0,0.7127
3hds,4.554781579380188,0.943,0.9402,0.037628703187483244,0.0,9.149827043187614,27.585302602613123,0.0,1.0,0.0,1.9008,2.9850759841797037,0.974,0.9728,0.6559531907165344,0.6666666666666666,2.006354350449204,2.0965105163525166,0.6666666666666666,0.3333333333333333,1.0,1.1575,2.4990581297262136,0.933,0.8772,0.14701235959874645,0.0,5.8285649019686225,10.882246107053113,0.0,1.0,3.0,0.4377
5huw,0.545382343879369,0.9723,0.97,0.89734334745309,0.8947368421052632,0.8163589906206505,1.3301268357195328,0.9444444444444444,0.15,0.0,4.1872,0.4460679275771263,0.9742,0.9717,0.9077061698642123,0.9210526315789473,0.8111496055743789,1.2995532909751881,0.9722222222222222,0.125,0.0,1.3547,0.9129075757011317,0.9633,0.9186,0.8465612488764017,0.7654320987654321,0.9695769513720518,1.4088878220952912,0.8611111111111112,0.3111111111111111,7.0,0.598
3n55,,0.7052,0.7137,0.756684240659772,0.6181818181818182,0.6661002954169702,0.9602391832489946,0.4473684210526316,0.0,0.0,1.9583,,0.7059,0.7158,0.7745573506368274,0.5818181818181818,0.47430453095615266,0.6867003062831172,0.42105263157894735,0.058823529411764705,0.0,1.0741,,0.6377,0.6175,0.21117106987663725,0.2692307692307692,5.358736420149466,10.935103023780561,0.18421052631578946,0.5,4.0,1.1444
3hbv,0.7063837806459522,0.3724,0.3689,0.685140406105533,0.5581395348837209,1.1704062858457074,2.262299134476564,0.5,0.3684210526315789,0.0,2.7094,0.7741121306961726,0.3692,0.3643,0.5153709093602945,0.0,0.8325248166481592,4.493012225342048,0.0,0.0,0.0,1.1652,2.0124894940929217,0.3531,0.3379,0.19315207782438326,0.0,2.319614554213461,13.476752473428093,0.0,0.0,0.0,0.5419
3ery,0.6791696674171035,0.9836,0.974,0.923603209316138,0.8433734939759037,0.4769418400468617,0.9514179751241921,0.875,0.18604651162790697,0.0,2.1533,0.5507786764075826,0.9887,0.9877,0.9490301868697862,0.8809523809523809,0.42061796141698016,0.6031941693205527,0.925,0.1590909090909091,0.0,0.7752,1.1267381036969015,0.9669,0.9508,0.6366008308927662,0.5909090909090909,1.7419630653728488,3.7918628739674025,0.65,0.4583333333333333,6.0,0.4908
6e5x,1.3866550853091908,0.9562,0.9571,0.7290523349599312,0.7457627118644068,1.3411716020447946,4.444772074566828,0.8461538461538461,0.3333333333333333,0.0,2.6041,0.9123155605299286,0.9748,0.9804,0.840914452292104,0.8518518518518519,0.9300748895511162,2.576928098763479,0.8846153846153846,0.17857142857142858,0.0,1.3627,1.8785032986248216,0.9217,0.9107,0.41225281350667364,0.2692307692307692,2.3675571064975087,5.816248036348478,0.2692307692307692,0.7307692307692307,2.0,0.9494
3ch8,4.190507668741379,0.4425,0.4369,0.7789351557175751,0.625,0.6696038757604004,1.3142157647817032,0.5263157894736842,0.23076923076923078,0.0,6.7075,3.349955963852926,0.441,0.4419,0.7064979882225412,0.631578947368421,0.8315432497338779,3.1256721059921984,0.47368421052631576,0.05263157894736842,0.0,1.4461,10.964573612630206,0.4058,0.404,0.02970296453308409,0.0,12.119640608391096,30.063460848198396,0.0,1.0,0.0,0.5708
4xek,1.1143199965382953,0.9744,0.9755,0.9206770019971455,0.7916666666666666,0.37644917430337044,0.590556061975141,0.8260869565217391,0.24,0.0,1.5919,1.6406697243116142,0.968,0.9755,0.8075071908930408,0.851063829787234,1.1167695479659439,2.6799785967495278,0.8695652173913043,0.16666666666666666,0.0,0.8594,2.084434284197298,0.9475,0.9412,0.7960094066569224,0.6779661016949152,1.1642411404278663,2.92054704333526,0.8695652173913043,0.4444444444444444,5.0,0.1527
4dgy,1.7627301197413638,0.9586,0.9461,0.2996372703581563,0.1935483870967742,4.09384657684524,7.9955815590847985,0.25,0.8421052631578947,0.0,2.8752,1.147904348797719,0.9602,0.9522,0.7865914728334698,0.6666666666666666,1.183172731099566,0.6971115383713286,0.75,0.4,0.0,4.9052,3.302644095474998,0.9391,0.8339,0.07512980619016336,0.0,8.233921252576952,17.36613285662298,0.0,1.0,1.0,0.4458
3sfj,0.7476283076678688,0.9736,0.9779,0.8728180995169984,0.847457627118644,0.7805378176672921,2.17260982240235,0.8928571428571429,0.1935483870967742,0.0,2.2552,0.4011792030858057,0.9905,0.9934,0.938320106373386,0.8928571428571429,0.37344058735052854,1.1997397070950122,0.8928571428571429,0.10714285714285714,0.0,0.6416,2.3357808233326622,0.9215,0.9226,0.4451145317490304,0.43478260869565216,2.707870233131874,7.460904496204817,0.5357142857142857,0.6341463414634146,8.0,0.5344
5yay,1.0234379605203952,0.984,0.9768,0.5930638305804784,0.6,2.0530661902180505,3.6009841068351074,0.5833333333333334,0.38235294117647056,0.0,9.0505,0.5513495219094385,0.9917,0.9913,0.9208580165519186,0.8266666666666667,0.4719712232195523,0.7847995232361912,0.8611111111111112,0.20512820512820512,0.0,1.1119,1.1214010505591214,0.9746,0.9517,0.5833267822318496,0.4578313253012048,2.003325937201975,3.387137395729442,0.5277777777777778,0.5957446808510638,5.0,0.9275
1nq7,0.6941130747795633,0.9869,0.9764,0.9370575815486016,0.8571428571428571,0.4377876936632811,0.8685019214369493,0.9,0.18181818181818182,0.0,2.1777,0.950787734531318,0.9872,0.9823,0.8972209797105498,0.8571428571428571,0.3213123231949289,1.0297736987095614,0.75,0.0,0.0,0.9566,1.2015530621152783,0.9714,0.9341,0.9534527728617554,0.7843137254901961,0.5774741401084318,0.8781749242797493,1.0,0.3548387096774194,6.0,0.1119
4iga,1.0029151647339694,0.9622,0.9527,0.6431474058721968,0.5405405405405406,1.7532985946325856,1.198194420444568,0.5263157894736842,0.4444444444444444,0.0,3.3691,5.011561868784014,0.8705,0.8598,0.09453816012575211,0.0,9.235609701817445,14.41812405726093,0.0,1.0,0.0,0.7647,1.7468281276666,0.9215,0.9167,0.42460618539393896,0.34285714285714286,3.141811891693148,4.614059951011607,0.3157894736842105,0.625,3.0,0.7525
3mmg,1.5455828136984668,0.9541,0.9152,0.8567574245659855,0.7857142857142857,0.7817857297317962,1.2446703436526194,0.8048780487804879,0.23255813953488372,0.0,1.7,0.8608329790603753,0.9808,0.9676,0.8959689402560883,0.810126582278481,0.45740379470154346,0.739189771122276,0.7804878048780488,0.15789473684210525,0.0,0.6552,3.0640346140942802,0.9197,0.8806,0.21704677224319105,0.23404255319148937,5.525747425960718,12.557352818606532,0.2682926829268293,0.7924528301886793,9.0,0.6394
3rm1,0.8797312020952488,0.9591,0.9668,0.7092063626357925,0.6,1.3720580826592301,1.917356152842588,0.631578947368421,0.42857142857142855,0.0,2.015,0.6221316750991693,0.978,0.9847,0.8437769081379948,0.7692307692307693,0.8439677594926551,1.1407525210462655,0.7894736842105263,0.25,0.0,1.0625,2.2499561608297376,0.8179,0.8112,0.6029912384566234,0.5,2.202344514601835,2.621574002855572,0.5789473684210527,0.56,9.0,0.3158
4pd1,,0.6302,0.6214,0.7177951344089815,0.3783783783783784,0.3595751951135831,1.3779282686806125,0.23333333333333334,0.0,0.0,3.0552,,0.6289,0.6153,0.7274416810355051,0.3783783783783784,0.2657223031227301,1.2321817590365467,0.23333333333333334,0.0,0.0,1.8977,,0.5969,0.5338,0.030973592952692017,0.0,12.187962695830022,29.22382643067126,0.0,1.0,0.0,0.8425
4hdq,0.8915630689106149,0.9854,0.9652,0.9260219881998316,0.84,0.47064791153740554,2.6214682480633344,0.9545454545454546,0.25,0.0,1.433,0.8564357981407924,0.9874,0.9778,0.9058873130119217,0.8163265306122449,0.4766422819270991,2.8288760542081057,0.9090909090909091,0.25925925925925924,0.0,0.7919,1.3598774681082093,0.973,0.9375,0.7560381465777603,0.6808510638297872,1.037031818844103,3.3689179613921767,0.7272727272727273,0.36,3.0,0.8294
6f6d,0.9515151078816181,0.3195,0.3035,0.8269100017573597,0.72,0.6019895640150347,0.9418393256943044,0.631578947368421,0.16279069767441862,0.0,2.6183,0.8117182110129483,0.3209,0.31,0.825978174207718,0.7526881720430108,0.5577985490970778,1.0352099947679174,0.6140350877192983,0.027777777777777776,0.0,1.6958,1.8458406814974557,0.3025,0.2682,0.393130143835303,0.4044943820224719,3.1568754902666694,5.83880192636198,0.3157894736842105,0.4375,3.0,0.9175
5xxq,0.5983004716843313,0.0864,0.0551,0.7549416587672395,0.5116279069767442,0.446393413294602,0.7942599378161614,0.3548387096774194,0.08333333333333333,0.0,19.6558,1.1053986886888494,0.0865,0.0551,0.8131412424758077,0.64,0.3794798643901762,1.1027613075418623,0.5161290322580645,0.15789473684210525,0.0,4.1183,0.9025770802220647,0.0858,0.0558,0.6291562390160766,0.5106382978723404,1.2964867824036466,2.3679569013771737,0.3870967741935484,0.25,2.0,1.0408
4ext,1.7722891070996243,0.525,0.5204,0.762765033187776,0.5909090909090909,0.7189160030891514,2.2700205655601176,0.5416666666666666,0.35,0.0,1.8975,2.304474277610786,0.5242,0.5158,0.795168679689282,0.6904761904761905,0.623952027875884,2.352595903260477,0.6041666666666666,0.19444444444444445,0.0,1.2102,2.249498437028403,0.516,0.5079,0.5680527407778234,0.5098039215686274,2.263166043448704,3.468175939923967,0.5416666666666666,0.5185185185185185,8.0,0.6277
4txr,0.8135980257816433,0.9778,0.9727,0.7183910636645695,0.6086956521739131,1.3104350634053257,1.9156202140943308,0.6363636363636364,0.4166666666666667,0.0,1.4097,0.9353252545029408,0.9853,0.9899,0.664275454949597,0.7391304347826086,2.0888227398890193,3.140772897960907,0.7727272727272727,0.2916666666666667,0.0,0.8294,3.989222905379765,0.9209,0.9124,0.1800041647705235,0.16666666666666666,8.524362702101522,13.539430767435716,0.22727272727272727,0.868421052631579,8.0,0.338
3et3,0.700369825663064,0.258,0.2482,0.927139528664508,0.7346938775510204,0.38177589666418527,1.0448851391760938,0.8571428571428571,0.35714285714285715,0.0,2.5852,0.5577512135751089,0.261,0.2572,0.9327611663613228,0.8,0.2944722366911952,1.267429660513846,0.8571428571428571,0.25,0.0,1.328,1.0486927790896619,0.2543,0.2455,0.8078709434632222,0.6,1.1135605846447865,2.476180182468761,0.8571428571428571,0.5384615384615384,8.0,0.8352
3kut,3.031210131825448,0.9248,0.92,0.7548201847948883,0.8169014084507042,0.6884054521491425,7.969307986526606,0.90625,0.2564102564102564,0.0,1.413,3.0745329525444576,0.9354,0.9375,0.7660757429205055,0.8571428571428571,0.6231970993591703,8.366251368651485,0.9375,0.21052631578947367,0.0,0.7572,3.2505443880001663,0.9146,0.91,0.7580922488577088,0.725,0.592441928260357,8.44964781935787,0.90625,0.3958333333333333,13.0,0.768
3so6,2.8027047671926257,0.9481,0.95,0.5977809921271132,0.8433734939759037,3.122833503680541,4.357030902483228,0.813953488372093,0.125,0.0,1.545,0.41266475431361727,0.9922,0.995,0.9458598902259778,0.9382716049382716,0.2951933670698565,0.8035030008648667,0.8837209302325582,0.0,0.0,0.8775,2.4828785866099765,0.956,0.955,0.7097441673975083,0.7692307692307693,2.553112001403209,2.101493343429511,0.9302325581395349,0.3442622950819672,11.0,0.3625
1u00,2.4745162932684748,0.9495,0.929,0.559957550194219,0.4444444444444444,1.7376084179657074,4.4325381911587325,0.4666666666666667,0.5757575757575758,0.0,2.598,1.128403080172238,0.9735,0.9587,0.9533421968714011,0.9,0.2846262553605014,0.6156926542309096,0.9,0.1,0.0,0.8341,2.760137508286815,0.9241,0.8644,0.9164659532463685,0.6987951807228916,0.6453352430405701,2.168068310167015,0.9666666666666667,0.4528301886792453,6.0,0.6122
